budget,model,strategy,objective,solver,config,avg_decision_coverage,avg_density_phi,decision_D1_coverage,decision_D2_coverage,decision_D3_coverage,decision_D4_coverage,decision_D5_coverage,global_gr_coverage,redundancy_score,semantic_volume
500,all-MiniLM-L6-v2,prior,dpp,dpp,prior/dpp/dpp,0.2716739269884678,0.1004290995275918,0.27123755347037626,0.277836373485076,0.2640706056332174,0.28167748351555966,0.2058292227060773,0.2475879921399707,0.17918578318357556,-0.23844738362355922
500,all-MiniLM-L6-v2,prior,mmr,topk,prior/mmr/topk,0.2380660248287668,0.1093915679298763,0.23376465133794427,0.23841261291242588,0.24442312977937156,0.24258503044462645,0.2058292227060773,0.22235072379874213,0.5066381655282007,-9.549728248514375
500,all-MiniLM-L6-v2,prior,graphcut,topk,prior/graphcut/topk,0.2380660248287668,0.1093915679298763,0.23376465133794427,0.23841261291242588,0.24442312977937156,0.24258503044462645,0.2058292227060773,0.22235072379874213,0.5066381655282007,-9.549728248514375
500,all-MiniLM-L6-v2,prior,fl,topk,prior/fl/topk,0.2380660248287668,0.1093915679298763,0.23376465133794427,0.23841261291242588,0.24442312977937156,0.24258503044462645,0.2058292227060773,0.22235072379874213,0.5066381655282007,-9.549728248514375
500,google/embeddinggemma-300m,prior,mmr,greedy,prior/mmr/greedy,0.5679467272225184,0.04559765408202162,0.5677278193959706,0.5695913615845981,0.5530361933246015,0.5492425521435457,0.5544646199014558,0.546247438659664,0.13861289000707538,-0.08972599494827785
500,google/embeddinggemma-300m,prior,graphcut,greedy,prior/graphcut/greedy,0.5675893704763986,0.04545898154764524,0.5691758825295299,0.5667362508977821,0.5520945115103144,0.549796907953775,0.5962892076068351,0.5474228694428981,0.13526689534170008,-0.09110957235145098
500,google/embeddinggemma-300m,prior,fl,greedy,prior/fl/greedy,0.7606406371384419,0.033748114683647766,0.7649598370266724,0.7561725404966103,0.7462073006192992,0.7312467966991109,0.6878030222735612,0.7548161890390616,0.40096328815199295,-0.5946696007378259
500,google/embeddinggemma-300m,prior,mmr,cost_norm,prior/mmr/cost_norm,0.5925177336115738,0.04273174190893769,0.5879765495947006,0.5921733762406836,0.5778322817885897,0.620554113071405,0.5032999442405736,0.5632848618337453,0.1637346987384108,-0.09190654842499292
500,google/embeddinggemma-300m,prior,graphcut,cost_norm,prior/graphcut/cost_norm,0.5854964699008244,0.04273128935645493,0.5812465509103751,0.5835758509639224,0.5764904142003093,0.5943411981262187,0.5032999442405736,0.5597531224370818,0.15955718069003438,-0.09126243141110775
500,google/embeddinggemma-300m,prior,fl,cost_norm,prior/fl/cost_norm,0.7805750942538209,0.03363147740832196,0.7837811189644671,0.7786732845247113,0.7689126538262406,0.7517505908372505,0.7420828526706922,0.7711390360289789,0.35695127636756535,-1.4378030235474963
500,google/embeddinggemma-300m,prior,dpp,dpp,prior/dpp/dpp,0.5284479727139327,0.05628885639796279,0.5256463697173791,0.5289344707954606,0.515259036033011,0.5333754635105372,0.5056219224150335,0.49201663556069425,0.2813008433067293,-0.3112971228448551
